
[Name]
surface_body

[Data]
Node Number, X [ m ], Y [ m ], Z [ m ], Approximated Mass Flow [ kg s^-1 ], Connectivity Number, Density [ kg m^-3 ], Domain Node Number [  ], Eddy Viscosity [ Pa s ], Edge Length Ratio, Element Volume Ratio, Force [ N ], Force X [ N ], Force Y [ N ], Force Z [ N ], Heat Flux [ W m^-2 ], Interpolated Mass Flow [ kg s^-1 ], Length [ m ], Mass Flow [ kg s^-1 ], Mass Flux [ kg s^-1 m^-2 ], Maximum Face Angle [ degree ], Minimum Face Angle [ degree ], Pressure [ Pa ], Specific Dissipation Rate [ s^-1 ], Streamline Number on Streamline 1, Time on Streamline 1 [ s ], Turbulence Kinetic Energy [ m^2 s^-2 ], Velocity [ m s^-1 ], Velocity u [ m s^-1 ], Velocity u.Gradient [ s^-1 ], Velocity u.Gradient X [ s^-1 ], Velocity u.Gradient Y [ s^-1 ], Velocity u.Gradient Z [ s^-1 ], Velocity u_Scalar [ m s^-1 ], Velocity v [ m s^-1 ], Velocity v.Gradient [ s^-1 ], Velocity v.Gradient X [ s^-1 ], Velocity v.Gradient Y [ s^-1 ], Velocity v.Gradient Z [ s^-1 ], Velocity v_Scalar [ m s^-1 ], Velocity w [ m s^-1 ], Velocity w.Gradient [ s^-1 ], Velocity w.Gradient X [ s^-1 ], Velocity w.Gradient Y [ s^-1 ], Velocity w.Gradient Z [ s^-1 ], Velocity.Absolute Helicity [ m s^-2 ], Velocity.Curl [ s^-1 ], Velocity.Curl X [ s^-1 ], Velocity.Curl Y [ s^-1 ], Velocity.Curl Z [ s^-1 ], Velocity.Divergence [ s^-1 ], Velocity.Helicity [ m s^-2 ], Velocity.Invariant Q [ s^-2 ], Velocity.Lambda 2 [ s^-2 ], Velocity.Normal Eigen Helicity [ s^-1 ], Velocity.Real Eigen Helicity [ s^-1 ], Velocity.Real Eigenvalue [ s^-1 ], Velocity.Stretched Swirling Strength, Velocity.Swirling Discriminant [ s^-6 ], Velocity.Swirling Normal [ s^-1 ], Velocity.Swirling Normal X [ s^-1 ], Velocity.Swirling Normal Y [ s^-1 ], Velocity.Swirling Normal Z [ s^-1 ], Velocity.Swirling Strength [ s^-1 ], Velocity.Swirling Vector [ s^-1 ], Velocity.Swirling Vector X [ s^-1 ], Velocity.Swirling Vector Y [ s^-1 ], Velocity.Swirling Vector Z [ s^-1 ], Volume [ m^3 ], Wall Shear [ Pa ], Wall Shear X [ Pa ], Wall Shear Y [ Pa ], Wall Shear Z [ Pa ], Wall Yplus, Wall Ystar, X [ m ], Y [ m ], Z [ m ]
270, 1.31704795e+00, 6.42498195e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98199951e+02, 271, 7.40047812e-01, 3.57142735e+00, 1.00003397e+00, null, null, null, null, null, null, null, null, null, 9.05839157e+01, 8.94160843e+01, -1.25017090e+02, 1.83421364e+01, null, null, 1.29219992e-02, 5.66806912e-01, 5.41685382e-03, 1.81549266e-01, -1.62908733e-01, 8.01304057e-02, -1.73594150e-09, 5.41687058e-03, -5.66781044e-01, 2.22655416e-01, 9.26012993e-02, 2.02485636e-01, -9.15742007e-08, -5.66781104e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47994283e-09, 1.24708936e-02, 9.15742007e-08, -1.73594150e-09, 1.24708936e-02, 3.95769030e-02, 1.47994283e-09, -4.04068567e-02, 3.31922248e-02, 0.00000000e+00, 0.00000000e+00, 1.42270699e-01, 0.00000000e+00, -2.46711829e-06, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 6.31397279e-06, null, null, null, null, null, null, 1.31704795e+00, 6.42498195e-01, 4.99999942e-03
271, 1.31704652e+00, 6.06783926e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200012e+02, 272, 7.45554507e-01, 3.57143331e+00, 1.00004148e+00, null, null, null, null, null, null, null, null, null, 9.05838928e+01, 8.94161072e+01, -1.31201965e+02, 1.79107647e+01, null, null, 1.25148194e-02, 5.72751701e-01, 3.07918899e-03, 1.37542620e-01, -1.15028374e-01, 7.54085258e-02, 4.54747173e-09, 3.07921064e-03, -5.72743416e-01, 2.60308415e-01, 2.20670342e-01, 1.38076305e-01, -1.72105636e-08, -5.72743416e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.55154009e-09, 1.45261824e-01, 1.72105636e-08, 4.54747173e-09, 1.45261824e-01, 2.30479315e-02, -2.55154009e-09, -3.25231180e-02, 2.82999240e-02, 0.00000000e+00, 0.00000000e+00, 1.07785262e-01, 0.00000000e+00, -1.27932981e-06, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 6.31421881e-06, null, null, null, null, null, null, 1.31704652e+00, 6.06783926e-01, 4.99999942e-03
272, 1.28169119e+00, 6.77853525e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98199951e+02, 273, 1.36994731e+00, 3.57142735e+00, 1.00132394e+00, null, null, null, null, null, null, null, null, null, 9.05839310e+01, 8.94162674e+01, -1.19848732e+02, 9.96429157e+00, null, null, 1.41936643e-02, 4.26943243e-01, 1.97883733e-02, 4.42952842e-01, -4.15510237e-01, 1.53487623e-01, 9.61388213e-09, 1.97960157e-02, -4.26484436e-01, 2.97805095e+00, -2.94995952e+00, 4.08076763e-01, -1.80933277e-08, -4.26454574e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.74213371e-09, 3.10344720e+00, 1.80933277e-08, 9.61388213e-09, -3.10344720e+00, -7.43347406e-03, -3.74213371e-09, 2.83222198e-01, -2.72359431e-01, 3.10344720e+00, 3.10344720e+00, 0.00000000e+00, 5.32173276e-01, 8.41389177e-04, 5.32173276e-01, 0.00000000e+00, 0.00000000e+00, -5.32173276e-01, 5.32173276e-01, 5.32173276e-01, 1.25898412e-08, 6.74155913e-08, -5.32173276e-01, 6.31103057e-06, null, null, null, null, null, null, 1.28169119e+00, 6.77853525e-01, 4.99999942e-03
273, 1.31704926e+00, 7.13926792e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200012e+02, 274, 7.27069438e-01, 3.57143331e+00, 1.00002003e+00, null, null, null, null, null, null, null, null, null, 9.05825958e+01, 8.94173050e+01, -1.07869370e+02, 1.93571568e+01, null, null, 1.38923889e-02, 5.47898948e-01, 1.09122153e-02, 2.64998883e-01, -2.41496623e-01, 1.09104492e-01, 2.24034746e-09, 1.09122302e-02, -5.47790289e-01, 4.10900593e-01, -2.34709069e-01, 3.37269872e-01, -1.66792304e-08, -5.47790408e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.04523323e-09, 3.43813568e-01, 1.66792304e-08, 2.24034746e-09, -3.43813568e-01, 9.57732499e-02, -1.04523323e-09, -5.58417253e-02, 3.20676453e-02, 0.00000000e+00, 0.00000000e+00, 2.26716205e-01, 0.00000000e+00, -6.71414000e-06, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 6.31370676e-06, null, null, null, null, null, null, 1.31704926e+00, 7.13926792e-01, 4.99999942e-03
274, 1.31704867e+00, 6.78212464e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200073e+02, 275, 7.33772635e-01, 3.57143331e+00, 1.00002086e+00, null, null, null, null, null, null, null, null, null, 9.05827789e+01, 8.94172211e+01, -1.17261703e+02, 1.88200073e+01, null, null, 1.33757787e-02, 5.58551371e-01, 7.94017967e-03, 2.24460080e-01, -2.05713183e-01, 8.98020864e-02, 6.10183792e-10, 7.94019084e-03, -5.58494925e-01, 2.73617566e-01, -5.83075844e-02, 2.67332762e-01, 8.99717918e-08, -5.58495045e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.05517672e-09, 1.48109674e-01, -8.99717918e-08, 6.10183792e-10, -1.48109674e-01, 6.16195798e-02, -1.05517672e-09, -4.97577302e-02, 3.70495059e-02, 0.00000000e+00, 0.00000000e+00, 1.81335256e-01, 0.00000000e+00, -4.64970117e-06, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 6.31382682e-06, null, null, null, null, null, null, 1.31704867e+00, 6.78212464e-01, 4.99999942e-03
275, 1.28169322e+00, 7.49282122e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200073e+02, 276, 1.21797144e+00, 3.57143331e+00, 1.00565255e+00, null, null, null, null, null, null, null, null, null, 9.05827942e+01, 8.94172058e+01, -1.00520447e+02, 1.04511805e+01, null, null, 1.45180160e-02, 3.90244365e-01, 3.07020154e-02, 6.34099364e-01, -5.99837303e-01, 2.05614164e-01, -2.28830110e-09, 3.06542944e-02, -3.89034778e-01, 3.29324818e+00, -3.23711205e+00, 6.05466723e-01, -1.08770273e-07, -3.89166266e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.22969526e-09, 3.44272614e+00, 1.08770273e-07, -2.28830110e-09, -3.44272614e+00, 5.62942028e-03, 4.22969526e-09, 3.02414536e-01, -2.93216228e-01, 3.44272614e+00, 3.44272614e+00, 0.00000000e+00, 5.49915135e-01, 1.02431362e-03, 5.49915135e-01, 0.00000000e+00, 0.00000000e+00, -5.49915135e-01, 5.49915135e-01, 5.49915135e-01, 3.81489222e-08, 1.05171630e-07, -5.49915135e-01, 6.32550018e-06, null, null, null, null, null, null, 1.28169322e+00, 7.49282122e-01, 4.99999942e-03
276, 1.31704998e+00, 7.85355330e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98199951e+02, 277, 7.17405558e-01, 3.57142735e+00, 1.00000870e+00, null, null, null, null, null, null, null, null, null, 9.05822296e+01, 8.94177704e+01, -8.34489365e+01, 2.06924744e+01, null, null, 1.51696187e-02, 5.17957628e-01, 2.06602663e-02, 3.73219967e-01, -2.98907250e-01, 2.23489597e-01, 6.69088918e-09, 2.06602756e-02, -5.17545402e-01, 8.51194978e-01, -6.61950111e-01, 5.35121441e-01, 3.55821872e-10, -5.17545283e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.47019036e-09, 8.85439694e-01, -3.55821872e-10, 6.69088918e-09, -8.85439694e-01, 2.36214191e-01, -3.47019036e-09, -1.20127052e-02, -3.46944695e-17, 0.00000000e+00, 0.00000000e+00, 2.76108980e-01, 0.00000000e+00, -1.38757571e-07, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 6.31356852e-06, null, null, null, null, null, null, 1.31704998e+00, 7.85355330e-01, 4.99999942e-03
277, 1.31704962e+00, 7.49641061e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200012e+02, 278, 7.20397174e-01, 3.57142735e+00, 1.00001287e+00, null, null, null, null, null, null, null, null, null, 9.05822220e+01, 8.94177780e+01, -9.67589340e+01, 1.99726906e+01, null, null, 1.44799650e-02, 5.34619629e-01, 1.48458108e-02, 3.07150453e-01, -2.70050228e-01, 1.46336153e-01, 2.26264674e-09, 1.48458220e-02, -5.34413457e-01, 6.06394589e-01, -4.37229961e-01, 4.20171797e-01, -2.19700198e-07, -5.34413457e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.05243866e-09, 5.83566129e-01, 2.19700198e-07, 2.26264674e-09, -5.83566129e-01, 1.50121570e-01, 2.05243866e-09, -4.94849384e-02, 4.53141890e-03, 0.00000000e+00, 0.00000000e+00, 2.71813005e-01, 0.00000000e+00, -4.99901125e-06, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 6.31364355e-06, null, null, null, null, null, null, 1.31704962e+00, 7.49641061e-01, 4.99999942e-03
278, 1.28169429e+00, 8.20710659e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200012e+02, 279, 1.09485388e+00, 3.57143331e+00, 1.00441647e+00, null, null, null, null, null, null, null, null, null, 9.05822296e+01, 8.94177704e+01, -7.43096924e+01, 1.11578293e+01, null, null, 1.49018262e-02, 3.38916659e-01, 4.91003990e-02, 9.25641596e-01, -8.01517487e-01, 4.63014126e-01, 1.79259807e-08, 4.90479507e-02, -3.35341096e-01, 3.65623164e+00, -3.54749250e+00, 8.85057211e-01, 9.08906017e-08, -3.35454822e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.04740829e-08, 4.01050663e+00, -9.08906017e-08, 1.79259807e-08, -4.01050663e+00, 8.35397243e-02, -1.04740829e-08, 9.33150291e-01, -7.82820106e-01, 4.01050663e+00, 4.01050663e+00, 0.00000000e+00, 9.65093553e-01, 3.00385021e-02, 9.65093553e-01, 0.00000000e+00, 0.00000000e+00, -9.65093553e-01, 9.65093553e-01, 9.65093553e-01, -2.71156022e-08, -9.57504565e-09, -9.65093553e-01, 6.32551155e-06, null, null, null, null, null, null, 1.28169429e+00, 8.20710659e-01, 4.99999942e-03
279, 1.31705034e+00, 8.56783926e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98199951e+02, 280, 7.74110615e-01, 3.58659291e+00, 1.00782812e+00, null, null, null, null, null, null, null, null, null, 9.05818558e+01, 8.94181442e+01, -4.55683327e+01, 2.26847057e+01, null, null, 1.73051059e-02, 4.67572600e-01, 4.79833893e-02, 8.00696850e-01, -4.58368689e-01, 6.56516254e-01, 3.63301531e-08, 4.79638390e-02, -4.65104014e-01, 1.46541739e+00, -1.12686002e+00, 9.36821580e-01, 1.26877808e-07, -4.65265781e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.29853274e-08, 1.78337622e+00, -1.26877808e-07, 3.63301531e-08, -1.78337622e+00, 4.78452891e-01, -2.29853274e-08, 3.10392261e-01, -4.27435864e-15, 1.78337622e+00, 1.78337622e+00, -5.55111512e-17, 5.03153026e-01, 9.03354259e-04, 5.03153026e-01, 0.00000000e+00, 0.00000000e+00, -5.03153026e-01, 5.03153026e-01, 5.03153026e-01, -7.98556101e-08, -2.79104810e-08, -5.03153026e-01, 6.33000445e-06, null, null, null, null, null, null, 1.31705034e+00, 8.56783926e-01, 4.99999942e-03
280, 1.31705022e+00, 8.21069598e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200012e+02, 281, 7.31402516e-01, 3.57143331e+00, 1.00000525e+00, null, null, null, null, null, null, null, null, null, 9.05821381e+01, 8.94179611e+01, -6.67747192e+01, 2.15585060e+01, null, null, 1.60539337e-02, 4.96153384e-01, 3.05912495e-02, 5.12620807e-01, -3.49873632e-01, 3.74657899e-01, 2.04207495e-08, 3.05912662e-02, -4.95209396e-01, 1.13964140e+00, -8.99906754e-01, 6.99249923e-01, 1.27951381e-07, -4.95209396e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.40267398e-08, 1.27456462e+00, -1.27951381e-07, 2.04207495e-08, -1.27456462e+00, 3.49376291e-01, -1.40267398e-08, 9.25080478e-02, -1.86309301e-15, 1.27456462e+00, 1.27456462e+00, -1.52655666e-16, 2.48982161e-01, 1.96486126e-05, 2.48982161e-01, 0.00000000e+00, 0.00000000e+00, -2.48982161e-01, 2.48982161e-01, 2.48982161e-01, -9.05914348e-08, -7.10278627e-08, -2.48982161e-01, 6.31355670e-06, null, null, null, null, null, null, 1.31705022e+00, 8.21069598e-01, 4.99999942e-03
281, 1.28149319e+00, 8.92442346e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200012e+02, 282, 1.17761981e+00, 3.60179281e+00, 1.00340033e+00, null, null, null, null, null, null, null, null, null, 9.06549377e+01, 8.93450623e+01, -3.64743767e+01, 1.35437956e+01, null, null, 1.70405470e-02, 2.77696371e-01, 1.05192527e-01, 1.91345024e+00, -1.15160215e+00, 1.52810478e+00, 2.73058767e-08, 1.05145991e-01, -2.57001579e-01, 3.84734702e+00, -3.58496737e+00, 1.39645565e+00, 1.79882385e-08, -2.57072330e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.90988172e-09, 5.11307240e+00, -1.79882385e-08, 2.73058767e-08, -5.11307240e+00, 2.44853497e-01, -8.90988172e-09, 3.87004423e+00, -3.43916392e+00, 5.11307240e+00, 5.11307240e+00, 2.22044605e-16, 1.96342969e+00, 2.13844872e+00, 1.96342969e+00, 0.00000000e+00, 0.00000000e+00, -1.96342969e+00, 1.96342969e+00, 1.96342969e+00, 5.39989342e-09, 3.91541839e-08, -1.96342969e+00, 6.38231450e-06, null, null, null, null, null, null, 1.28149319e+00, 8.92442346e-01, 4.99999942e-03
282, 1.31684887e+00, 9.28515553e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200073e+02, 283, 9.08973157e-01, 3.58659887e+00, 1.00424576e+00, null, null, null, null, null, null, null, null, null, 9.00709305e+01, 8.99290771e+01, 2.84296932e+01, 2.74799995e+01, null, null, 2.24408004e-02, 3.76508743e-01, 1.41587973e-01, 3.08539629e+00, -1.08177328e+00, 2.88953924e+00, 9.08765063e-09, 1.41625956e-01, -3.48872036e-01, 2.72638917e+00, -1.23426437e+00, 2.43100595e+00, -7.96261261e-08, -3.48975629e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.10367418e-09, 4.12380362e+00, 7.96261261e-08, 9.08765063e-09, -4.12380362e+00, 1.34923267e+00, 8.10367418e-09, 9.36658144e-01, -1.60635394e-15, 4.12380362e+00, 4.12380362e+00, 0.00000000e+00, 6.93938673e-01, 1.56473406e-02, 6.93938673e-01, 0.00000000e+00, 0.00000000e+00, -6.93938673e-01, 6.93938673e-01, 6.93938673e-01, 1.86827990e-07, 7.21263120e-08, -6.93938673e-01, 6.36480627e-06, null, null, null, null, null, null, 1.31684887e+00, 9.28515553e-01, 4.99999942e-03
283, 1.31694961e+00, 8.92649710e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200073e+02, 284, 8.64150286e-01, 3.58659887e+00, 1.00709653e+00, null, null, null, null, null, null, null, null, null, 9.01742630e+01, 8.98257370e+01, -1.68268242e+01, 2.43692455e+01, null, null, 1.92445777e-02, 4.30000395e-01, 7.91184083e-02, 1.42974985e+00, -6.75599635e-01, 1.26005948e+00, 2.72423755e-08, 7.91157633e-02, -4.22658980e-01, 1.93389511e+00, -1.28347600e+00, 1.44659579e+00, -1.78300859e-08, -4.22918081e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.01035464e-08, 2.54353547e+00, 1.78300859e-08, 2.72423755e-08, -2.54353547e+00, 7.70996153e-01, -1.01035464e-08, 6.39936447e-01, -2.27595720e-15, 2.54353547e+00, 2.54353547e+00, 5.55111512e-17, 7.00947762e-01, 7.45214475e-03, 7.00947762e-01, 0.00000000e+00, 0.00000000e+00, -7.00947762e-01, 7.00947762e-01, 7.00947762e-01, 6.77748773e-08, 5.14929397e-08, -7.00947762e-01, 6.35846982e-06, null, null, null, null, null, null, 1.31694961e+00, 8.92649710e-01, 4.99999942e-03
284, 1.28113461e+00, 9.64229822e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200073e+02, 285, 9.36695755e-01, 3.57705283e+00, 1.00315821e+00, null, null, null, null, null, null, null, null, null, 9.02966385e+01, 8.97033615e+01, 2.26040821e+01, 3.30517883e+01, null, null, 2.87657212e-02, 3.59088004e-01, 3.37940305e-01, 1.57845716e+01, -1.57070613e+00, 1.57062273e+01, 8.72678754e-07, 3.37818652e-01, -1.21410668e-01, 3.14839911e+00, -2.20873046e+00, 2.24364114e+00, 1.13552545e-08, -1.21454947e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.09789909e-07, 1.79149570e+01, -1.13552545e-08, 8.72678754e-07, -1.79149570e+01, 6.72935009e-01, -1.09789909e-07, 3.11667213e+01, -2.62209721e+01, 1.79149570e+01, 1.79149570e+01, 3.05311332e-16, 5.57256794e+00, 1.11719556e+03, 5.57256794e+00, 0.00000000e+00, 0.00000000e+00, -5.57256794e+00, 5.57256794e+00, 5.57256794e+00, 3.18195418e-07, 3.41447560e-07, -5.57256794e+00, 6.36982668e-06, null, null, null, null, null, null, 1.28113461e+00, 9.64229822e-01, 4.99999942e-03
285, 1.31677032e+00, 9.64257777e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200012e+02, 286, 7.93219745e-01, 3.57423139e+00, 1.00299013e+00, null, null, null, null, null, null, null, null, null, 9.00809860e+01, 8.99190140e+01, 8.63812714e+01, 3.60489769e+01, null, null, 2.73572411e-02, 3.71961534e-01, 2.97970891e-01, 1.50483141e+01, -2.23625875e+00, 1.48812265e+01, 5.81122322e-07, 2.97856838e-01, -2.22640365e-01, 3.13978148e+00, -9.60280776e-01, 2.98932910e+00, 4.77696567e-08, -2.22749934e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.43615253e-07, 1.58415070e+01, -4.77696567e-08, 5.81122322e-07, -1.58415070e+01, 7.53070354e-01, -1.43615253e-07, 7.60524225e+00, -1.72282720e+00, 1.58415070e+01, 1.58415070e+01, 3.88578059e-16, 2.73193407e+00, 1.59883184e+01, 2.73193407e+00, 0.00000000e+00, 0.00000000e+00, -2.73193407e+00, 2.73193407e+00, 2.73193407e+00, 3.68662768e-07, 1.62084305e-07, -2.73193407e+00, 6.36850064e-06, null, null, null, null, null, null, 1.31677032e+00, 9.64257777e-01, 4.99999942e-03
286, 1.24577916e+00, 9.28515553e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200012e+02, 287, 1.06683302e+00, 3.58663511e+00, 1.00468993e+00, null, null, null, null, null, null, null, null, null, 9.05036316e+01, 8.94963684e+01, -3.60369606e+01, 1.45471239e+01, null, null, 1.54229831e-02, 2.70478129e-01, 2.45291829e-01, 3.90307689e+00, -1.52010489e+00, 3.59489775e+00, 7.27846441e-08, 2.45374292e-01, -1.13975182e-01, 2.24617577e+00, -1.74323666e+00, 1.41648555e+00, 3.61944252e-08, -1.13906950e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.71738392e-08, 5.33813429e+00, -3.61944252e-08, 7.27846441e-08, -5.33813429e+00, -1.03619337e-01, -1.71738392e-08, 4.11355114e+00, -3.92831850e+00, 5.33813429e+00, 5.33813429e+00, -7.63278329e-17, 2.02752733e+00, 2.57634139e+00, 2.02752733e+00, 0.00000000e+00, 0.00000000e+00, -2.02752733e+00, 2.02752733e+00, 2.02752733e+00, -1.33163356e-08, 3.54198200e-08, -2.02752733e+00, 6.36071945e-06, null, null, null, null, null, null, 1.24577916e+00, 9.28515553e-01, 4.99999942e-03
287, 1.20990777e+00, 9.64285731e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98199890e+02, 288, 8.27563345e-01, 3.57161355e+00, 1.00284076e+00, null, null, null, null, null, null, null, null, null, 9.07195435e+01, 8.92804565e+01, -5.09732437e+01, 3.02661629e+01, null, null, 2.36964487e-02, 4.64724749e-01, 4.63422149e-01, 1.54605665e+01, -8.97863925e-01, 1.54344730e+01, 6.13924726e-07, 4.63322103e-01, -3.47706154e-02, 1.02352202e+00, -5.61235964e-01, 8.55927289e-01, 1.37780924e-08, -3.47890072e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.77316143e-08, 1.59957094e+01, -1.37780924e-08, 6.13924726e-07, -1.59957094e+01, -4.19366360e-02, -2.77316143e-08, 7.89387512e+00, -7.57896852e+00, 1.59957094e+01, 1.59957094e+01, -1.47451495e-16, 2.80952573e+00, 1.82172489e+01, 2.80952573e+00, 0.00000000e+00, 0.00000000e+00, -2.80952573e+00, 2.80952573e+00, 2.80952573e+00, 1.11335474e-07, 1.18228947e-07, -2.80952573e+00, 6.36659342e-06, null, null, null, null, null, null, 1.20990777e+00, 9.64285731e-01, 4.99999942e-03
288, 1.24552119e+00, 9.64257777e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98199890e+02, 289, 8.75520706e-01, 3.57431579e+00, 1.00362623e+00, null, null, null, null, null, null, null, null, null, 9.04584961e+01, 8.95414963e+01, -1.93025188e+01, 3.11959114e+01, null, null, 2.55137943e-02, 4.29508418e-01, 4.24988747e-01, 1.56766253e+01, -1.56542039e+00, 1.55982704e+01, 2.55951704e-07, 4.24822628e-01, -6.21452965e-02, 1.80762219e+00, -1.19789124e+00, 1.35371876e+00, 0.00000000e+00, -6.21764362e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.59061937e-08, 1.67961617e+01, 0.00000000e+00, 2.55951704e-07, -1.67961617e+01, -2.11701632e-01, -1.59061937e-08, 1.65658932e+01, -1.49881887e+01, 1.67961617e+01, 1.67961617e+01, 1.52655666e-16, 4.06874514e+00, 1.68262329e+02, 4.06874514e+00, 0.00000000e+00, 0.00000000e+00, -4.06874514e+00, 4.06874514e+00, 4.06874514e+00, 8.51004955e-08, 7.53045271e-08, -4.06874514e+00, 6.36447521e-06, null, null, null, null, null, null, 1.24552119e+00, 9.64257777e-01, 4.99999942e-03
289, 1.17455244e+00, 9.28750873e-01, 4.99999942e-03, null, 4.00000000e+00, 9.98200012e+02, 290, 9.93463993e-01, 3.57147241e+00, 1.00358641e+00, null, null, null, null, null, null, null, null, null, 9.08651886e+01, 8.91348114e+01, -7.65776749e+01, 1.20189962e+01, null, null, 1.14557585e-02, 3.26321304e-01, 3.22696656e-01, 3.68674660e+00, -8.78466725e-01, 3.58055806e+00, -3.57869254e-08, 3.22768122e-01, -4.85022552e-02, 9.52150464e-01, -4.52882528e-01, 8.37548792e-01, 2.73584373e-08, -4.84813489e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 7.09272996e-09, 4.03344059e+00, -2.73584373e-08, -3.57869254e-08, -4.03344059e+00, -4.09179330e-02, -7.09272996e-09, 8.85813415e-01, -8.11988950e-01, 4.03344059e+00, 4.03344059e+00, -3.64291930e-17, 9.40954208e-01, 2.57310662e-02, 9.40954208e-01, 0.00000000e+00, 0.00000000e+00, -9.40954208e-01, 9.40954208e-01, 9.40954208e-01, -1.35895363e-07, -4.27456861e-08, -9.40954208e-01, 6.36874347e-06, null, null, null, null, null, null, 1.17455244e+00, 9.28750873e-01, 4.99999942e-03
